Field,Career,GPA,Extracurricular_Activities,Internships,Projects,Leadership_Positions,Field_Specific_Courses,Research_Experience,Coding_Skills,Communication_Skills,Problem_Solving_Skills,Teamwork_Skills,Analytical_Skills,Presentation_Skills,Networking_Skills,Industry_Certifications,Overall_Skills,Performance_Level
Psychology,Microbiologist,2.5823952093705667,2.0,1.0,2.0,0.0,4.0,0.0,2.0,4.0,0.0,0.0,1.0,2.0,3.0,1.0,1.7142857142857142,Average
Computer Science,Construction Manager,4.13138015759863,8.0,2.0,0.0,1.0,0.0,0.0,1.0,2.0,3.0,3.0,4.0,0.0,1.0,0.0,2.0,
Architecture,Acoustics Specialist,4.615603698585844,4.0,1.0,2.0,1.0,8.0,0.0,2.0,1.0,3.0,3.0,0.0,4.0,1.0,1.0,2.0,
Marketing,Mechanical Engineer,3.6736652377431,6.0,0.0,1.0,1.0,8.0,1.0,1.0,3.0,0.0,1.0,4.0,1.0,2.0,0.0,1.7142857142857142,Excellent
Medicine,Dentist,4.125858450190767,3.0,1.0,3.0,1.0,0.0,1.0,4.0,4.0,3.0,3.0,4.0,0.0,3.0,1.0,3.0,
Computer Science,Financial Analyst,3.729904166604837,1.0,1.0,2.0,1.0,0.0,0.0,3.0,3.0,2.0,2.0,2.0,1.0,3.0,0.0,2.2857142857142856,Excellent
Computer Science,Illustrator,4.371631007583035,1.0,2.0,0.0,1.0,9.0,0.0,3.0,3.0,3.0,2.0,1.0,1.0,2.0,1.0,2.142857142857143,
Computer Science,Paralegal,3.430218969106897,9.0,2.0,1.0,1.0,2.0,0.0,3.0,0.0,4.0,1.0,0.0,3.0,4.0,0.0,2.142857142857143,Good
Chemistry,Architect,4.375220378966897,2.0,2.0,3.0,1.0,3.0,0.0,4.0,0.0,4.0,1.0,4.0,1.0,4.0,0.0,2.5714285714285716,
Medicine,School Counselor,4.150558602326972,8.0,2.0,0.0,0.0,2.0,0.0,1.0,4.0,4.0,1.0,3.0,0.0,1.0,1.0,2.0,
Music,Biologist,3.17946720858048,8.0,1.0,2.0,1.0,8.0,1.0,3.0,2.0,3.0,4.0,1.0,0.0,2.0,1.0,2.142857142857143,Good
Computer Science,Biologist,3.799912987324293,5.0,2.0,2.0,1.0,1.0,0.0,4.0,4.0,2.0,2.0,1.0,1.0,0.0,1.0,2.0,Excellent
Architecture,Sound Engineer,3.02275737941194,7.0,0.0,3.0,1.0,8.0,0.0,4.0,4.0,4.0,2.0,4.0,2.0,1.0,1.0,3.0,Good
Psychology,Architectural Technologist,4.0199911949291485,1.0,0.0,2.0,1.0,5.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,1.2857142857142858,
Art,Psychologist,4.230233519165713,6.0,2.0,1.0,0.0,5.0,1.0,0.0,3.0,4.0,1.0,3.0,2.0,4.0,1.0,2.4285714285714284,
Chemistry,Surgeon,3.300852738547274,2.0,1.0,2.0,0.0,1.0,1.0,0.0,2.0,4.0,0.0,3.0,2.0,4.0,0.0,2.142857142857143,Good
Computer Science,Acoustics Specialist,3.012701486221721,4.0,0.0,4.0,0.0,8.0,1.0,0.0,3.0,1.0,4.0,4.0,0.0,4.0,0.0,2.2857142857142856,Good
Finance,Physicist,2.541923332587686,2.0,1.0,1.0,0.0,8.0,1.0,0.0,4.0,4.0,0.0,2.0,2.0,2.0,1.0,2.0,Average
Education,Aerospace Engineer,2.897679387806658,4.0,2.0,4.0,1.0,2.0,1.0,0.0,4.0,1.0,3.0,2.0,4.0,2.0,0.0,2.2857142857142856,Average
Psychology,Principal,2.615719187223135,2.0,2.0,4.0,1.0,2.0,1.0,3.0,1.0,3.0,0.0,0.0,0.0,4.0,1.0,1.5714285714285714,Average
Psychology,Landscape Architect,4.540027144280082,3.0,1.0,4.0,0.0,4.0,0.0,1.0,2.0,0.0,2.0,3.0,1.0,0.0,0.0,1.2857142857142858,
Medicine,Conductor,3.6207756159925664,2.0,1.0,4.0,0.0,1.0,1.0,0.0,1.0,0.0,4.0,0.0,3.0,2.0,1.0,1.4285714285714286,Excellent
Psychology,Doctor,4.393357644625225,6.0,1.0,2.0,0.0,3.0,0.0,3.0,3.0,0.0,1.0,4.0,3.0,1.0,0.0,2.142857142857143,
Computer Science,Pharmacist,3.585599334970814,2.0,2.0,1.0,1.0,4.0,0.0,1.0,3.0,2.0,3.0,4.0,0.0,1.0,1.0,2.0,Excellent
Business,Surgeon,3.969389490821804,3.0,1.0,2.0,1.0,5.0,1.0,1.0,4.0,1.0,0.0,3.0,3.0,0.0,1.0,1.7142857142857142,Excellent
Computer Science,Architect,2.8699027381651656,2.0,1.0,2.0,1.0,8.0,1.0,2.0,2.0,3.0,0.0,2.0,0.0,4.0,1.0,1.8571428571428572,Average
Psychology,Credit Analyst,4.821381206171344,4.0,1.0,0.0,1.0,6.0,1.0,1.0,4.0,1.0,1.0,1.0,0.0,0.0,1.0,1.1428571428571428,
Architecture,Animator,4.582326282138724,4.0,1.0,1.0,1.0,2.0,0.0,0.0,3.0,1.0,4.0,2.0,1.0,4.0,0.0,2.142857142857143,
Marketing,Architect,3.712692820607551,7.0,2.0,3.0,1.0,4.0,1.0,2.0,2.0,1.0,1.0,3.0,4.0,4.0,0.0,2.4285714285714284,Excellent
Medicine,Data Scientist,4.8040029358722265,1.0,0.0,0.0,1.0,3.0,1.0,3.0,4.0,4.0,2.0,3.0,4.0,0.0,1.0,2.857142857142857,
Computer Science,Animator,2.6891451841617915,6.0,1.0,3.0,0.0,9.0,1.0,0.0,1.0,2.0,3.0,1.0,1.0,4.0,1.0,1.7142857142857142,Average
Biology,Construction Manager,4.826409537473808,5.0,0.0,1.0,0.0,7.0,0.0,4.0,2.0,1.0,3.0,2.0,3.0,2.0,0.0,2.4285714285714284,
Business,Ecologist,3.062632513396266,0.0,0.0,3.0,0.0,4.0,0.0,3.0,1.0,3.0,3.0,2.0,1.0,2.0,1.0,2.142857142857143,Good
Engineering,Composer,3.4499072001015927,7.0,2.0,2.0,1.0,8.0,0.0,1.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,1.1428571428571428,Good
Business,Construction Manager,2.9274983224873683,9.0,1.0,4.0,1.0,6.0,0.0,2.0,2.0,2.0,3.0,2.0,0.0,0.0,1.0,1.5714285714285714,Average
Education,Investment Banker,4.498302752912411,7.0,2.0,3.0,1.0,7.0,1.0,1.0,4.0,4.0,3.0,3.0,4.0,4.0,1.0,3.2857142857142856,
Finance,Investment Banker,2.835783499785572,1.0,1.0,2.0,0.0,7.0,0.0,2.0,0.0,1.0,4.0,4.0,3.0,0.0,1.0,2.0,Average
Law,Biotechnologist,4.487665497975453,1.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,3.0,1.0,4.0,0.0,0.0,1.1428571428571428,
Business,Counselor,4.191047153250423,3.0,0.0,4.0,0.0,7.0,0.0,1.0,3.0,2.0,2.0,3.0,1.0,2.0,0.0,2.0,
Physics,Legal Consultant,4.707356619168289,7.0,2.0,3.0,1.0,4.0,1.0,1.0,2.0,1.0,0.0,1.0,3.0,4.0,0.0,1.7142857142857142,
Medicine,Advertising Manager,4.007259693633571,4.0,1.0,4.0,1.0,4.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,0.0,1.0,1.2857142857142858,
Finance,Marketing Specialist,3.75799044135767,2.0,1.0,1.0,1.0,8.0,1.0,0.0,4.0,4.0,3.0,2.0,1.0,4.0,0.0,2.5714285714285716,Excellent
Chemistry,Marketing Specialist,4.611018373413804,9.0,1.0,2.0,1.0,2.0,1.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.7142857142857143,
Architecture,Sound Engineer,3.918650251355493,6.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,4.0,4.0,2.0,0.0,1.8571428571428572,Excellent
Medicine,Forensic Psychologist,4.907993036811094,4.0,1.0,4.0,1.0,8.0,1.0,3.0,0.0,4.0,2.0,3.0,3.0,1.0,1.0,2.2857142857142856,
Engineering,Teacher,3.72975490940006,3.0,2.0,4.0,0.0,5.0,0.0,4.0,3.0,2.0,2.0,0.0,0.0,2.0,0.0,1.8571428571428572,Excellent
Education,Construction Manager,4.50601266951509,6.0,2.0,4.0,1.0,1.0,0.0,1.0,2.0,4.0,3.0,4.0,3.0,3.0,1.0,2.857142857142857,
Biology,Landscape Architect,3.984951228758609,2.0,2.0,4.0,0.0,7.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,4.0,0.0,2.0,Excellent
Music,Risk Analyst,3.488941240106354,4.0,2.0,1.0,0.0,8.0,0.0,1.0,0.0,4.0,0.0,3.0,2.0,2.0,1.0,1.7142857142857142,Good
Law,Principal,3.074985288462271,2.0,0.0,2.0,1.0,8.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,0.0,1.0,1.7142857142857142,Good
Marketing,Web Developer,4.578608837702234,0.0,1.0,0.0,1.0,4.0,1.0,4.0,3.0,2.0,1.0,0.0,0.0,1.0,1.0,1.5714285714285714,
Marketing,Civil Engineer,4.817094243130571,1.0,1.0,3.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,4.0,0.0,1.4285714285714286,
Music,Legal Analyst,3.274564279787083,1.0,1.0,2.0,0.0,8.0,1.0,4.0,3.0,2.0,2.0,0.0,2.0,4.0,0.0,2.4285714285714284,Good
Finance,Music Therapist,3.7926314320641135,3.0,0.0,4.0,1.0,7.0,1.0,4.0,2.0,0.0,3.0,1.0,0.0,2.0,0.0,1.7142857142857142,Excellent
Music,Acoustics Specialist,3.212074384405693,9.0,1.0,4.0,1.0,7.0,0.0,3.0,4.0,2.0,2.0,2.0,0.0,4.0,1.0,2.4285714285714284,Good
Education,Animator,4.111864491394094,3.0,2.0,3.0,0.0,6.0,0.0,4.0,0.0,4.0,0.0,1.0,2.0,0.0,1.0,1.5714285714285714,
Computer Science,Digital Marketing Specialist,2.5248599329227246,2.0,0.0,1.0,0.0,9.0,1.0,1.0,3.0,4.0,3.0,0.0,0.0,1.0,1.0,1.7142857142857142,Average
Business,Art Therapist,4.606095376738818,7.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,4.0,4.0,0.0,1.0,2.4285714285714284,
Medicine,Biomedical Engineer,3.951850184460496,4.0,0.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,3.0,3.0,4.0,0.0,1.0,1.8571428571428572,Excellent
Business,Microbiologist,2.8398976561356992,4.0,0.0,3.0,1.0,3.0,1.0,4.0,4.0,4.0,0.0,1.0,0.0,3.0,0.0,2.2857142857142856,Average
Architecture,School Psychologist,2.9242648430657145,9.0,2.0,4.0,0.0,1.0,0.0,2.0,3.0,2.0,4.0,3.0,1.0,2.0,1.0,2.4285714285714284,Average
Law,Inorganic Chemist,3.3920960922123524,1.0,2.0,1.0,0.0,1.0,0.0,0.0,2.0,4.0,0.0,3.0,1.0,3.0,0.0,1.8571428571428572,Good
Psychology,Urban Planner,3.1571232950592893,5.0,2.0,2.0,1.0,9.0,0.0,4.0,3.0,0.0,2.0,4.0,0.0,2.0,0.0,2.142857142857143,Good
Engineering,Legal Analyst,3.6052318214767096,0.0,1.0,4.0,1.0,8.0,1.0,0.0,1.0,4.0,3.0,4.0,1.0,3.0,0.0,2.2857142857142856,Excellent
Marketing,School Counselor,4.463300561381452,8.0,1.0,0.0,0.0,1.0,1.0,2.0,4.0,3.0,1.0,0.0,1.0,0.0,1.0,1.5714285714285714,
Music,Nurse,2.9401733873376563,1.0,0.0,3.0,0.0,3.0,1.0,3.0,4.0,2.0,2.0,4.0,1.0,2.0,0.0,2.5714285714285716,Average
Law,Paralegal,2.694211482806719,1.0,0.0,1.0,0.0,1.0,1.0,4.0,4.0,3.0,0.0,3.0,4.0,3.0,0.0,3.0,Average
Psychology,Investment Banker,4.935890314138229,4.0,0.0,4.0,0.0,4.0,1.0,2.0,4.0,3.0,3.0,4.0,4.0,0.0,0.0,2.857142857142857,
Computer Science,Aerospace Engineer,2.774844843038317,3.0,0.0,4.0,1.0,6.0,0.0,1.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,Average
Marketing,Biochemist,4.709739265679248,9.0,0.0,3.0,0.0,4.0,1.0,1.0,3.0,3.0,0.0,4.0,2.0,3.0,1.0,2.2857142857142856,
Business,Social Media Manager,3.123609001530072,3.0,2.0,0.0,0.0,6.0,1.0,1.0,4.0,4.0,0.0,3.0,4.0,3.0,0.0,2.7142857142857144,Good
Physics,Conductor,4.855145843121758,0.0,0.0,4.0,0.0,5.0,1.0,0.0,2.0,0.0,1.0,2.0,4.0,2.0,0.0,1.5714285714285714,
Education,Physicist,3.0255692412697424,9.0,0.0,3.0,1.0,1.0,1.0,1.0,2.0,4.0,0.0,1.0,0.0,3.0,0.0,1.5714285714285714,Good
Art,Chemical Engineer,4.514118573165264,5.0,1.0,2.0,1.0,3.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,1.0,
Marketing,Organic Chemist,3.1350482570798146,6.0,0.0,3.0,0.0,3.0,1.0,1.0,3.0,3.0,0.0,0.0,3.0,3.0,1.0,1.8571428571428572,Good
Music,Aerospace Engineer,4.630389948957681,7.0,1.0,1.0,0.0,4.0,1.0,4.0,3.0,4.0,4.0,0.0,2.0,1.0,1.0,2.5714285714285716,
Chemistry,Financial Analyst,4.259657470793751,3.0,0.0,2.0,1.0,7.0,1.0,2.0,2.0,0.0,2.0,3.0,2.0,4.0,0.0,2.142857142857143,
Finance,Biochemist,3.6040737986147686,1.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,3.0,0.0,3.0,0.0,1.5714285714285714,Excellent
Biology,Marketing Specialist,4.771578808702374,2.0,0.0,3.0,1.0,5.0,0.0,2.0,0.0,4.0,3.0,2.0,2.0,4.0,1.0,2.4285714285714284,
Computer Science,Credit Analyst,3.923774351762516,7.0,2.0,2.0,0.0,9.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,0.0,1.0,1.7142857142857142,Excellent
Art,Special Education Teacher,4.397099558247154,6.0,0.0,1.0,0.0,9.0,0.0,4.0,2.0,0.0,0.0,3.0,1.0,3.0,1.0,1.8571428571428572,
Computer Science,Music Teacher,4.034007643499299,9.0,2.0,1.0,1.0,3.0,0.0,0.0,3.0,3.0,2.0,0.0,1.0,3.0,1.0,1.7142857142857142,
Physics,Architect,4.418734177671119,8.0,1.0,4.0,1.0,9.0,0.0,2.0,4.0,2.0,0.0,0.0,2.0,3.0,0.0,1.8571428571428572,
Marketing,Financial Advisor,4.322875608324249,3.0,2.0,1.0,0.0,3.0,1.0,3.0,2.0,1.0,3.0,3.0,1.0,0.0,1.0,1.8571428571428572,
Architecture,AI Researcher,4.352691088475883,8.0,0.0,1.0,1.0,4.0,1.0,3.0,3.0,4.0,0.0,0.0,3.0,1.0,0.0,2.0,
Business,Legal Consultant,4.642481544231222,5.0,0.0,1.0,1.0,3.0,0.0,3.0,0.0,0.0,4.0,1.0,4.0,0.0,1.0,1.7142857142857142,
Art,AI Researcher,2.881892486750697,4.0,0.0,0.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,3.0,0.0,2.0,Average
Marketing,Aerospace Engineer,2.805950740239089,0.0,0.0,4.0,1.0,9.0,0.0,0.0,4.0,3.0,0.0,4.0,1.0,1.0,0.0,1.8571428571428572,Average
Chemistry,Counselor,4.302714916279758,1.0,1.0,4.0,0.0,0.0,1.0,3.0,3.0,2.0,3.0,0.0,3.0,4.0,0.0,2.5714285714285716,
Medicine,Forensic Psychologist,2.5919165009510743,2.0,1.0,0.0,1.0,9.0,1.0,2.0,1.0,2.0,2.0,2.0,4.0,4.0,1.0,2.4285714285714284,Average
Psychology,Pharmacist,2.956693645599826,9.0,2.0,0.0,1.0,6.0,1.0,1.0,4.0,0.0,4.0,1.0,0.0,0.0,1.0,1.4285714285714286,Average
Biology,Biochemist,4.990458316457069,4.0,2.0,2.0,0.0,0.0,1.0,3.0,0.0,2.0,3.0,2.0,4.0,0.0,1.0,2.0,
Computer Science,Urban Planner,2.9332577565369715,3.0,2.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,4.0,2.0,2.0,0.0,1.0,1.8571428571428572,Average
Finance,Analytical Chemist,4.879101107397823,7.0,1.0,3.0,0.0,2.0,1.0,3.0,1.0,1.0,2.0,4.0,0.0,0.0,1.0,1.5714285714285714,
Computer Science,Acoustics Specialist,4.256425844473155,7.0,1.0,4.0,1.0,3.0,1.0,1.0,4.0,3.0,4.0,4.0,2.0,0.0,0.0,2.5714285714285716,
Architecture,Psychologist,4.042558260335457,6.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,1.1428571428571428,
Art,Construction Manager,3.979728417869802,3.0,2.0,3.0,1.0,1.0,0.0,4.0,3.0,3.0,0.0,0.0,2.0,4.0,1.0,2.2857142857142856,Excellent
Psychology,Doctor,4.113412952632653,7.0,2.0,1.0,0.0,6.0,1.0,2.0,2.0,3.0,4.0,1.0,0.0,2.0,1.0,2.0,
Business,Special Education Teacher,4.822890178853194,0.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,4.0,3.0,1.0,1.5714285714285714,
Business,AI Researcher,3.961265751926253,9.0,1.0,2.0,0.0,6.0,1.0,2.0,4.0,4.0,4.0,3.0,4.0,2.0,1.0,3.2857142857142856,Excellent
Architecture,Forensic Psychologist,2.6396915954106683,7.0,2.0,1.0,0.0,3.0,1.0,1.0,0.0,4.0,3.0,4.0,2.0,4.0,0.0,2.5714285714285716,Average
Music,Art Therapist,4.768488360152536,7.0,0.0,0.0,1.0,3.0,1.0,2.0,2.0,0.0,0.0,4.0,1.0,2.0,1.0,1.5714285714285714,
Education,Clinical Psychologist,3.235486198231441,3.0,0.0,2.0,1.0,0.0,0.0,4.0,0.0,3.0,3.0,1.0,4.0,0.0,0.0,2.142857142857143,Good
Business,Software Developer,4.216300461008872,3.0,0.0,3.0,0.0,3.0,0.0,1.0,3.0,3.0,1.0,0.0,4.0,2.0,0.0,2.0,
Physics,Biomedical Engineer,4.334692286754727,2.0,2.0,2.0,0.0,5.0,1.0,0.0,4.0,1.0,3.0,4.0,0.0,4.0,1.0,2.2857142857142856,
Art,Forensic Psychologist,3.519668605720545,7.0,0.0,1.0,0.0,6.0,0.0,2.0,4.0,2.0,3.0,1.0,1.0,4.0,1.0,2.4285714285714284,Excellent
Law,Advertising Manager,3.817942469457773,8.0,1.0,2.0,0.0,5.0,0.0,1.0,4.0,0.0,2.0,2.0,0.0,1.0,0.0,1.4285714285714286,Excellent
Education,Dentist,3.647949952977476,7.0,2.0,2.0,1.0,2.0,0.0,3.0,4.0,2.0,3.0,2.0,0.0,2.0,1.0,2.2857142857142856,Excellent
Physics,Marketing Specialist,3.231405007339024,9.0,0.0,3.0,0.0,6.0,0.0,3.0,2.0,1.0,3.0,3.0,3.0,0.0,1.0,2.142857142857143,Good
Engineering,Acoustics Specialist,4.791296614556595,1.0,2.0,4.0,0.0,1.0,0.0,2.0,2.0,4.0,2.0,4.0,0.0,2.0,1.0,2.2857142857142856,
Business,Biotechnologist,3.2918542571304217,7.0,0.0,0.0,1.0,6.0,0.0,3.0,0.0,2.0,1.0,2.0,1.0,1.0,0.0,1.4285714285714286,Good
Psychology,Architectural Technologist,3.246702268782637,7.0,2.0,2.0,1.0,7.0,0.0,2.0,1.0,3.0,0.0,4.0,1.0,2.0,1.0,1.8571428571428572,Good
Biology,Game Developer,2.8187712830805687,6.0,1.0,3.0,0.0,2.0,1.0,3.0,0.0,0.0,3.0,0.0,2.0,0.0,1.0,1.1428571428571428,Average
Chemistry,Zoologist,4.692618489696264,7.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,2.0,2.0,3.0,0.0,0.0,1.1428571428571428,
Business,Biochemist,4.7630541234880965,5.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,0.0,1.0,2.0,0.0,0.0,1.4285714285714286,
Finance,Education Administrator,2.658974177865612,4.0,1.0,0.0,0.0,4.0,1.0,4.0,1.0,3.0,3.0,4.0,3.0,4.0,1.0,3.142857142857143,Average
Law,Curriculum Developer,3.0608818298434213,1.0,1.0,0.0,1.0,8.0,1.0,3.0,2.0,0.0,0.0,4.0,4.0,1.0,0.0,2.0,Good
Architecture,Market Research Analyst,2.787184202778868,4.0,0.0,0.0,1.0,7.0,1.0,0.0,3.0,4.0,4.0,3.0,1.0,2.0,0.0,2.4285714285714284,Average
Business,Lawyer,3.828892398124956,7.0,0.0,0.0,1.0,0.0,1.0,3.0,1.0,0.0,3.0,2.0,2.0,0.0,0.0,1.5714285714285714,Excellent
Engineering,Analytical Chemist,4.530748536624289,0.0,1.0,0.0,1.0,9.0,0.0,2.0,2.0,4.0,2.0,0.0,2.0,3.0,1.0,2.142857142857143,
Computer Science,Nurse,2.80993738494751,7.0,0.0,4.0,0.0,2.0,0.0,0.0,2.0,0.0,4.0,4.0,1.0,3.0,1.0,2.0,Average
Medicine,Composer,4.634204550316898,9.0,2.0,3.0,0.0,2.0,0.0,3.0,0.0,2.0,3.0,4.0,3.0,4.0,0.0,2.7142857142857144,
Chemistry,Financial Analyst,4.704865267617766,7.0,1.0,2.0,0.0,2.0,1.0,0.0,4.0,1.0,3.0,3.0,4.0,2.0,0.0,2.4285714285714284,
Engineering,Music Therapist,3.1555600462946303,1.0,1.0,4.0,0.0,8.0,1.0,4.0,1.0,3.0,4.0,0.0,1.0,3.0,0.0,2.2857142857142856,Good
Music,Curriculum Developer,3.782184641880428,7.0,2.0,3.0,0.0,8.0,0.0,2.0,4.0,3.0,3.0,4.0,3.0,0.0,1.0,2.7142857142857144,Excellent
Music,Financial Controller,3.639249665436894,9.0,1.0,1.0,1.0,2.0,0.0,0.0,4.0,0.0,3.0,1.0,1.0,3.0,1.0,1.7142857142857142,Excellent
Physics,Biochemist,3.937704656214101,9.0,2.0,2.0,0.0,4.0,1.0,2.0,1.0,4.0,0.0,4.0,1.0,0.0,1.0,1.7142857142857142,Excellent
Physics,Forensic Psychologist,3.1369283214522468,2.0,2.0,2.0,1.0,5.0,1.0,1.0,2.0,2.0,3.0,3.0,0.0,1.0,1.0,1.7142857142857142,Good
Biology,Software Developer,3.945362781044258,9.0,0.0,4.0,1.0,7.0,0.0,1.0,3.0,4.0,3.0,0.0,1.0,4.0,1.0,2.2857142857142856,Excellent
Medicine,Manager,3.30393579934106,8.0,1.0,4.0,1.0,5.0,0.0,4.0,3.0,1.0,1.0,4.0,4.0,1.0,1.0,2.5714285714285716,Good
Computer Science,Musician,4.096015183480569,2.0,0.0,3.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.8571428571428571,
Art,Cybersecurity Analyst,4.821206194661546,4.0,0.0,4.0,1.0,5.0,1.0,3.0,1.0,3.0,2.0,1.0,4.0,0.0,1.0,2.0,
Education,Special Education Teacher,4.674225344992319,8.0,0.0,3.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,2.0,1.0,4.0,1.0,1.8571428571428572,
Business,Biologist,2.889951308031395,7.0,2.0,2.0,0.0,5.0,0.0,2.0,1.0,4.0,3.0,2.0,0.0,4.0,1.0,2.2857142857142856,Average
Art,Analytical Chemist,4.780378926881944,7.0,0.0,2.0,1.0,3.0,1.0,3.0,2.0,0.0,2.0,3.0,2.0,1.0,0.0,1.8571428571428572,
Law,Investment Banker,4.319532319356373,4.0,0.0,0.0,1.0,2.0,0.0,1.0,3.0,1.0,3.0,2.0,0.0,1.0,1.0,1.5714285714285714,
Marketing,Risk Analyst,4.898335751802966,9.0,1.0,3.0,1.0,7.0,1.0,4.0,3.0,2.0,4.0,0.0,3.0,0.0,1.0,2.2857142857142856,
Medicine,Music Therapist,4.511967459579338,0.0,0.0,2.0,1.0,6.0,1.0,2.0,3.0,2.0,2.0,4.0,0.0,1.0,1.0,2.0,
Engineering,Composer,3.8399509026854783,0.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,4.0,3.0,2.0,2.0,3.0,0.0,2.142857142857143,Excellent
Engineering,Art Director,2.8154718602098425,1.0,0.0,2.0,1.0,9.0,0.0,0.0,0.0,2.0,4.0,4.0,4.0,3.0,1.0,2.4285714285714284,Average
Business,Forensic Psychologist,3.463769097737288,9.0,0.0,0.0,1.0,3.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,1.2857142857142858,Good
Computer Science,Curriculum Developer,4.76831692396171,0.0,1.0,1.0,0.0,5.0,1.0,4.0,4.0,0.0,1.0,2.0,0.0,1.0,0.0,1.7142857142857142,
Psychology,Art Therapist,3.5603713288718835,2.0,0.0,3.0,1.0,8.0,0.0,1.0,0.0,1.0,1.0,4.0,4.0,4.0,0.0,2.142857142857143,Excellent
Psychology,Industrial-Organizational Psychologist,2.6882001531476734,4.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,0.0,2.0,3.0,0.0,2.0,0.0,1.2857142857142858,Average
Finance,Lawyer,3.1341362459051885,1.0,2.0,0.0,0.0,0.0,1.0,3.0,4.0,2.0,1.0,0.0,1.0,3.0,1.0,2.0,Good
Art,Physicist,2.549992726436792,0.0,1.0,2.0,0.0,9.0,1.0,3.0,0.0,0.0,3.0,2.0,3.0,0.0,1.0,1.5714285714285714,Average
Art,Human Resources Specialist,4.294789813281943,1.0,1.0,4.0,0.0,9.0,0.0,3.0,4.0,0.0,1.0,1.0,4.0,2.0,0.0,2.142857142857143,
Education,Urban Planner,3.897982069787252,2.0,1.0,2.0,0.0,0.0,0.0,1.0,3.0,4.0,1.0,0.0,3.0,0.0,1.0,1.7142857142857142,Excellent
Chemistry,Industrial-Organizational Psychologist,4.685248735192692,5.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,4.0,4.0,0.0,4.0,3.0,0.0,2.5714285714285716,
Engineering,Psychologist,4.579310577082564,4.0,0.0,4.0,1.0,9.0,1.0,4.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,2.142857142857143,
Biology,Civil Engineer,2.6000718875557007,0.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,4.0,3.0,0.0,1.0,2.0,1.0,2.142857142857143,Average
Marketing,Nuclear Physicist,3.0241450267045504,5.0,0.0,2.0,1.0,9.0,0.0,4.0,2.0,0.0,1.0,3.0,1.0,3.0,0.0,2.0,Good
Physics,Special Education Teacher,4.051008999522615,9.0,1.0,4.0,1.0,0.0,1.0,1.0,0.0,3.0,2.0,3.0,0.0,1.0,1.0,1.4285714285714286,
Biology,Architect,3.546599265479664,3.0,0.0,2.0,1.0,8.0,0.0,3.0,1.0,4.0,3.0,0.0,3.0,1.0,0.0,2.142857142857143,Excellent
Biology,Risk Analyst,3.887299657823569,9.0,2.0,2.0,1.0,0.0,1.0,2.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,1.1428571428571428,Excellent
Marketing,Software Developer,3.62286431854218,2.0,2.0,4.0,0.0,7.0,1.0,4.0,1.0,4.0,1.0,1.0,4.0,4.0,0.0,2.7142857142857144,Excellent
Marketing,Industrial-Organizational Psychologist,2.9785542328788037,8.0,2.0,4.0,1.0,1.0,0.0,3.0,2.0,2.0,4.0,4.0,0.0,4.0,0.0,2.7142857142857144,Average
Law,Landscape Architect,3.2875640591165998,0.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,3.0,1.0,4.0,1.0,1.0,1.8571428571428572,Good
Law,Legal Consultant,2.564150875912116,6.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0,3.0,1.0,2.0,0.0,1.5714285714285714,Average
